monthid,cusip,noOfMAActivity
47,629430,8
47,838518,1
49,191216,1
63,501044,1
65,115637,1
68,646025,2
72,22542Z,1
72,90449I,1
73,527288,9
74,302491,5
74,36239V,1
74,46145M,1
74,485170,1
74,693912,1
74,90449I,1
76,478160,2
76,81572I,2
77,361448,4
78,680665,2
78,913903,2
79,142339,1
79,501044,3
79,571748,1
79,918204,2
80,099467,1
80,674599,2
81,370334,2
81,883556,1
81,889478,1
82,46145M,7
83,165339,1
83,382550,3
83,415864,1
83,419596,1
83,46145M,1
83,775133,1
83,814823,5
83,929160,2
84,002440,2
84,191216,2
84,268039,13
84,674599,1
84,814823,1
86,459200,2
87,359590,2
87,42550N,3
87,433578,2
87,46145M,3
87,678492,2
88,152342,2
88,487836,3
88,532457,3
89,191216,2
89,860630,1
90,458140,1
90,46145M,1
90,50121Q,5
90,75280Q,1
91,191216,3
91,257651,2
91,303711,2
91,384109,3
91,46145M,1
91,674599,2
92,05217Q,1
92,209291,7
92,46145M,10
92,49121L,22
93,194162,2
93,651639,2
93,693506,2
94,125896,2
94,126501,2
94,127055,1
94,127190,2
94,134429,1
94,149123,1
94,200340,1
94,229669,2
94,257867,1
94,260003,1
94,278865,1
94,303711,1
94,313855,1
94,315405,1
94,384802,2
94,459200,2
94,460690,2
94,46145M,1
94,466032,1
94,489170,1
94,494368,1
94,505336,3
94,524660,1
94,526057,1
94,548661,1
94,552676,1
94,553777,1
94,571748,3
94,574599,1
94,591520,1
94,617446,1
94,620076,1
94,637215,1
94,654106,1
94,666807,1
94,713448,3
94,724479,1
94,742718,1
94,749607,1
94,770323,1
94,775133,3
94,784117,48
94,816300,1
94,831865,2
94,844741,1
94,854231,1
94,879369,1
94,880345,1
94,883556,2
94,889478,1
94,920253,1
94,942622,1
94,942749,1
94,969457,1
94,978097,2
95,201723,1
95,248019,1
95,320867,1
95,345370,2
95,369604,1
95,406216,1
95,46145M,1
95,488152,1
95,655844,2
95,754730,1
96,303711,1
96,353514,1
96,460690,2
96,806857,1
96,902494,1
96,950755,2
97,247361,2
97,370334,2
97,650111,3
98,06532Q,3
98,115637,2
99,00715Q,2
99,46145M,6
99,579780,3
100,40623Q,2
100,46145I,1
100,485170,1
100,90449I,1
100,978097,1
101,117043,2
101,363576,2
101,46145M,2
101,497266,3
101,81572I,3
102,461449,1
102,478160,2
102,655663,1
102,743315,2
102,987425,3
103,46145Z,3
103,761522,2
103,780287,1
103,854231,2
103,90449I,2
104,361428,2
104,778296,3
104,833034,1
104,844741,2
105,126408,3
105,237415,3
105,459200,2
105,50025Q,5
105,501044,6
105,754730,1
105,806857,2
106,04231F,6
106,126408,2
106,14310Q,15
106,229669,3
106,37462Q,1
106,46145M,1
106,50025Q,2
106,770323,2
106,90449I,3
107,127055,3
107,235851,1
107,29216Q,2
107,50025Q,1
107,665859,2
107,81572I,2
108,233829,1
108,278265,2
108,369622,3
108,41133F,5
108,497266,2
108,579780,2
108,717081,5
108,808513,3
108,831865,3
108,865610,1
109,125896,1
109,171340,1
109,29216Q,6
109,303711,2
109,460690,3
109,46145M,1
109,571748,1
109,655663,1
109,693506,2
109,806857,1
109,904677,2
110,28473Q,1
110,29216Q,2
110,46145M,2
110,754212,2
110,770323,2
110,778296,3
110,783549,2
110,880345,1
110,883556,2
110,90449I,1
111,084670,2
111,29216Q,3
111,345370,2
111,461449,2
111,46145M,8
111,548661,1
111,784635,4
112,117043,1
112,127055,1
112,12776Q,1
112,216648,7
112,219327,1
112,29216Q,4
112,46145I,1
112,487836,1
112,693718,1
112,81211K,2
112,81572I,18
112,854231,1
112,907818,4
113,066545,7
113,29216Q,3
113,41384R,6
113,46145M,1
113,680665,1
113,784117,3
113,81949M,4
113,90449I,1
113,919794,1
114,144285,2
114,194162,1
114,200525,1
114,29216Q,3
114,42339V,1
114,461449,1
114,46145I,2
114,46145M,4
114,46621Q,1
114,81572I,1
114,865621,1
114,883203,1
114,90449I,2
115,00724F,2
115,231021,1
115,247361,3
115,29216Q,4
115,363576,1
115,456140,10
115,460146,1
115,46145M,3
115,535555,1
115,693475,1
115,81572I,2
115,871004,2
115,894650,2
115,918204,3
115,934436,2
116,260003,2
116,29216Q,1
116,446150,2
116,546347,1
116,860630,1
116,95810M,1
117,00724F,1
117,189054,1
117,46145I,1
117,579780,1
117,594918,2
117,606848,3
117,72424N,3
117,816300,2
117,885160,1
118,125896,2
118,191216,4
118,29216Q,1
118,315405,1
118,406216,1
118,459200,2
118,46145M,19
118,546347,1
118,655844,3
118,81572I,2
118,829292,2
118,84156Q,2
118,918204,1
119,201723,1
119,359694,2
119,369604,9
119,426281,1
119,461449,1
119,46145M,3
119,465640,1
119,553777,1
119,844741,2
119,887389,2
119,958102,1
119,97809Q,1
120,14310Q,6
120,278865,2
120,360271,2
120,369550,2
120,42550Z,1
120,46145M,1
120,650111,2
120,680033,1
120,691497,1
120,695114,12
120,770323,1
120,883556,3
120,978097,2
121,216648,1
121,29216Q,5
121,461449,3
121,46145M,2
121,574599,1
121,617446,2
121,62917T,1
121,688239,2
121,693475,2
121,82707Q,4
121,913456,2
122,04344F,1
122,126501,1
122,29216Q,2
122,418056,1
122,485170,1
122,883556,2
122,894650,3
122,981811,2
123,007903,5
123,192479,1
123,38141Q,1
123,826681,2
123,90449I,2
124,04460Q,1
124,08556C,1
124,219327,2
124,246136,1
124,29216V,1
124,427866,2
124,46145M,10
124,487836,1
124,532457,1
124,651192,6
124,817565,1
124,854231,2
124,883203,3
125,156782,1
125,29216Q,1
125,46145M,4
125,57059B,1
125,577081,2
125,615394,2
125,865617,1
126,019037,2
126,23380I,4
126,461449,3
126,46145M,3
126,540424,1
126,594918,4
126,606827,2
126,808513,3
127,216648,1
127,29216Q,2
127,345370,4
127,360271,1
127,363576,1
127,37732T,1
127,445658,2
127,46145M,3
127,483548,1
127,501173,2
127,691497,1
127,844741,1
127,880370,2
128,235851,1
128,257867,1
128,372460,1
128,418056,3
128,419596,1
128,44439Q,1
128,458140,15
128,46145I,1
128,46145M,13
128,488152,2
128,534187,1
128,579780,2
128,589433,1
128,655844,2
128,701094,2
128,754730,3
128,808513,2
128,835495,1
128,88554E,1
128,95082N,1
128,962166,3
129,031162,1
129,115637,2
129,127055,1
129,147528,2
129,257870,1
129,278265,1
129,377327,1
129,384109,2
129,412822,1
129,460690,2
129,548661,2
129,770323,1
129,91191T,1
129,913903,2
129,920253,1
129,950755,1
130,115637,1
130,125896,1
130,126600,1
130,127055,9
130,142339,1
130,171268,1
130,171340,1
130,200525,1
130,201723,1
130,257651,2
130,445658,1
130,46145M,14
130,497266,1
130,665859,3
130,680033,1
130,894650,2
130,928298,1
131,127190,1
131,127387,10
131,267475,2
131,29216Q,3
131,412822,1
131,46145M,5
131,553777,2
131,703343,1
131,742718,1
131,87161C,1
131,904677,3
131,904708,1
131,909907,1
131,947890,1
132,191098,1
132,254687,1
132,359694,1
132,446150,3
132,574599,1
132,754730,1
132,808513,3
132,82455L,1
132,858586,1
132,883203,1
132,913456,1
133,171340,1
133,302520,1
133,48822Q,3
133,600544,9
133,628464,1
133,717081,1
133,865613,1
133,883556,3
134,134429,3
134,316773,2
134,320209,2
134,446150,2
134,860630,1
134,891092,5
135,278865,1
135,29216Q,1
135,46145M,4
135,68146Q,1
135,69006K,1
136,219350,1
136,46145M,3
136,60081H,1
136,624756,1
137,02451E,2
137,29216Q,6
137,46145M,5
137,552953,1
137,577081,2
137,589433,1
137,81572I,1
138,46145M,2
138,82822X,1
139,43520H,1
139,46145M,3
139,743315,2
139,882508,2
139,968223,1
141,134429,2
141,144285,1
141,29216Q,1
141,46145M,3
141,595112,1
141,615394,1
141,775133,1
142,115637,1
142,29216Q,1
142,46145M,3
142,548661,3
142,550819,1
142,579780,2
142,74819X,2
142,784117,3
142,86334Q,1
143,231561,2
143,29216Q,1
143,30214U,1
143,320867,3
143,571748,1
143,589433,3
143,90449I,1
144,229669,2
144,36322A,1
144,487836,2
144,591520,1
144,680033,1
144,82931H,1
144,911312,1
145,10456P,1
145,415864,1
145,46145I,2
145,46145M,2
145,883556,2
145,SD2327,1
146,177835,1
146,29216Q,1
146,370334,2
146,461449,1
146,483548,1
146,84156Q,1
147,122565,8
147,127190,3
147,29246A,4
147,46145I,1
147,46145M,1
147,478160,1
147,51941R,1
147,540424,1
147,754730,2
148,101137,1
148,13117R,1
148,192422,1
148,320209,1
148,461203,1
148,46145M,4
148,576853,2
148,81572I,2
149,101137,1
149,127387,3
149,303711,2
149,320209,1
149,81572I,2
149,871829,4
149,929160,1
150,216648,2
150,369550,5
150,421906,1
150,46145M,7
150,466032,1
150,655663,1
150,691497,1
150,983919,1
151,018490,2
151,084670,3
151,118440,2
151,127387,2
151,191216,3
151,205887,1
151,363576,2
151,460690,1
151,46145M,3
151,743315,2
152,115637,1
152,260003,1
152,369550,1
152,46145M,2
152,553777,1
152,588056,2
152,717081,2
152,858586,2
152,913903,2
153,00724F,1
153,200340,1
153,22056Q,1
153,31301H,2
153,459506,1
153,46145M,1
153,784117,1
154,131193,1
154,313855,2
154,315405,1
154,384802,2
154,44930G,1
154,46145M,1
154,466032,1
154,808513,2
154,88811V,1
155,294429,2
155,46145I,1
155,580135,3
155,730444,5
155,883556,1
155,902104,1
155,902494,1
156,46145M,2
156,487836,2
156,53674R,2
156,680033,1
156,747316,1
156,754730,2
156,816850,1
156,913456,1
157,29216Q,1
157,294429,1
157,371532,3
157,588056,1
157,80005Y,1
158,127097,1
158,384109,1
158,418056,1
158,505336,1
158,559424,1
158,57772K,1
158,589433,2
158,603158,2
158,617446,1
158,717081,2
158,778296,2
158,810186,2
158,904708,2
159,784117,1
169,00724F,1
182,761624,9
203,398433,5
214,46145M,3
214,860630,11
215,74172L,1
216,46145M,1
217,39536X,1
220,254687,1
221,537008,1
222,316773,2
223,105368,2
224,553530,2
224,930059,2
228,163072,9
229,949746,24
231,671044,3
233,260003,1
234,037833,1
236,126349,7
239,142339,6
239,83545G,15
241,201723,2
241,552690,1
242,03662Q,11
242,149205,6
242,45765U,1
242,505336,6
242,871607,3
242,90328M,2
243,38141G,13
243,532457,1
243,723787,1
244,406216,1
244,574599,1
244,81211K,1
245,201723,2
245,216831,2
245,278865,1
245,30331W,4
245,314211,2
245,34961L,4
245,446150,2
245,577933,3
245,670346,1
245,724479,1
245,75281A,1
245,758932,1
245,911363,2
245,919794,2
246,09529L,1
246,38141Q,1
246,42722X,2
246,43291K,1
246,536797,1
246,566330,1
246,59156R,3
246,617446,1
246,81949M,2
246,962166,1
246,983919,2
247,00465L,1
247,03662Q,3
247,201723,2
247,253922,2
247,29364G,2
247,302571,5
247,410120,1
247,438516,2
247,58155Q,2
247,760759,1
247,871607,2
247,925524,1
247,929740,1
248,127190,1
248,30231G,2
248,758750,1
248,879433,1
248,890110,1
248,904708,1
248,928298,1
248,957090,2
249,127055,3
249,345370,1
249,43291K,1
249,45765U,1
249,554489,2
249,59001A,1
249,650111,2
249,680033,1
249,886547,1
249,898402,1
249,98156Q,1
250,22539N,1
250,320209,2
250,33763V,9
250,369604,23
250,459200,1
250,46145M,3
250,81949M,2
250,978097,2
251,002451,1
251,06652V,2
251,201723,2
251,534187,1
251,713448,2
251,81211K,1
251,81949M,2
251,880770,1
251,887389,1
251,925815,1
251,983919,1
252,192422,1
252,443510,2
252,482480,1
253,225447,7
253,248019,1
253,257651,1
253,30231G,2
253,369622,2
253,691497,1
253,816850,4
253,91307C,1
253,92552R,1
254,11039Q,4
254,14067E,2
254,14728H,1
254,410495,1
254,48020Q,1
254,649445,1
254,81949M,5
255,233331,1
255,27579R,1
255,315405,1
255,422819,1
255,42339V,2
255,59156R,1
255,69318J,1
256,126600,2
256,149150,1
256,172755,1
256,431284,1
256,650111,1
256,741511,1
256,81725T,2
256,878155,3
256,882508,1
257,177376,1
257,22539N,1
257,297178,1
257,401617,1
257,461202,2
257,57767X,1
257,67018T,1
257,695156,1
257,790148,5
257,83545G,2
257,90449I,1
257,911312,1
257,92839U,1
257,931142,3
258,25179M,2
258,267475,1
258,526057,1
258,55261F,1
258,654902,2
258,717081,2
258,81949M,3
259,00738A,1
259,871607,1
259,957090,1
260,020039,4
260,109641,1
260,127387,1
260,131193,1
260,17785L,2
260,189054,2
260,200340,1
260,320867,1
260,43291K,1
260,727493,1
260,883203,1
260,919794,1
260,92220P,1
261,00971T,1
261,101121,1
261,101388,1
261,14149Y,3
261,17275R,20
261,253922,2
261,285512,1
261,302130,2
261,422347,1
261,426281,8
261,502175,3
261,562750,1
261,57772K,1
261,589378,1
261,617446,1
261,64115T,3
261,682680,1
261,759351,1
261,806037,1
261,808513,1
261,855244,1
261,871829,1
261,891092,1
261,90337L,4
261,947890,1
262,06652V,2
262,172967,2
262,26967P,1
262,346563,13
262,370334,2
262,459200,2
262,48203R,1
262,580135,1
263,291011,1
263,297602,1
263,30331W,2
263,55261F,1
263,693070,9
263,74251V,1
263,88162G,1
264,22160K,1
264,680033,1
265,30231G,2
265,36889W,1
265,40047B,1
265,459044,4
265,590188,1
265,59156R,1
265,631103,2
266,101388,2
266,446150,1
266,478160,2
266,59156R,1
266,650111,2
266,74251V,1
266,81572I,5
266,81949M,3
266,909907,2
266,911312,1
266,91324P,1
266,94106L,1
266,98389B,11
267,197236,1
267,23918K,6
267,40291W,2
267,59562V,2
267,883556,2
268,450440,1
268,459200,1
268,852857,1
269,04032P,1
269,23918K,6
269,410495,1
269,682680,2
269,790148,1
269,98156Q,1
270,35846Q,1
270,42722X,2
270,487836,1
270,717081,3
270,761152,1
270,855244,17
270,90128F,1
270,941848,1
271,101388,1
271,14019R,1
271,29476L,1
271,303075,1
271,303250,2
271,349853,1
271,437076,1
271,48666K,1
271,628778,1
271,713448,2
271,81572I,11
271,872540,1
271,88033G,1
272,06652V,1
272,133131,1
272,14149Y,2
272,221006,1
272,248019,1
272,35089T,1
272,354613,16
272,366651,1
272,398905,2
272,534187,1
272,59001A,1
272,591520,4
272,595017,7
272,74251V,2
272,784635,1
272,81572I,1
272,871237,1
272,904214,5
272,931142,1
273,502175,3
273,675232,1
273,693718,1
273,743312,1
273,784117,1
274,06423A,2
274,370334,1
274,371901,8
274,384802,1
274,426281,5
274,440452,1
274,459506,1
274,50540R,1
274,539830,1
274,589378,1
274,745867,9
274,750917,1
274,76009N,1
274,760759,1
274,770323,1
274,78546W,2
274,989701,1
275,103304,1
275,62944T,1
275,690732,1
275,700658,1
275,724479,1
275,74251V,1
275,81949M,2
275,828806,9
275,988498,1
276,343498,4
276,427866,1
276,487836,1
276,53220K,1
276,57767X,1
276,871607,1
276,88033G,1
277,14149Y,1
277,203668,1
277,30231G,2
277,46145M,11
277,682680,2
277,784635,1
277,981419,1
278,02209S,2
278,115637,3
278,902494,4
279,22542Z,2
279,316773,1
279,384109,1
279,42722X,2
279,552676,1
279,66987V,1
279,693282,1
279,808513,1
279,889478,2
280,156782,1
280,22762J,2
280,314211,1
280,466032,2
280,58463V,1
280,620071,1
280,731068,6
280,76009N,5
280,902252,1
280,989701,1
281,05329W,1
281,177376,1
281,253798,1
281,253922,1
281,422819,1
281,437076,1
281,515098,1
281,524908,1
281,68272K,2
281,74251V,1
281,74834L,1
281,909907,1
281,941848,1
282,203607,1
282,81572I,1
282,83559R,2
282,84470P,1
282,98156Q,1
283,03820C,1
283,149205,2
283,189054,1
283,23331A,1
283,265903,7
283,366651,1
283,52403E,1
283,577081,1
283,620071,1
283,83311X,2
283,871508,1
283,91324P,2
283,947890,1
284,09247X,1
284,14149Y,1
284,248019,1
284,30214U,1
284,459044,1
284,461202,1
284,562750,22
284,62944T,1
284,666807,1
284,682680,1
284,758932,1
284,784635,1
285,360271,1
285,443510,1
285,458140,1
285,860630,1
286,278265,1
286,278865,1
286,294268,1
286,46145M,1
286,533900,2
286,58155Q,2
286,67018T,2
286,749660,1
286,81572I,1
286,824348,1
286,974637,1
286,989701,1
287,303250,1
287,41043F,1
287,552953,1
287,784117,1
287,84470P,1
287,88579Y,1
287,886547,1
287,92220P,1
287,988498,1
288,165167,2
288,20030N,2
288,205887,5
288,22542Z,2
288,437076,1
288,487836,1
288,50540R,1
288,515098,1
288,548661,1
288,574599,1
288,62944T,1
288,65003Q,2
288,717081,2
288,83545G,1
288,902973,2
288,978097,1
289,09247X,1
289,30231G,2
289,303075,1
289,600544,1
289,844741,1
289,931142,2
290,14149Y,1
290,156700,1
290,20030N,4
290,384109,1
290,437076,1
290,48020Q,1
290,589433,1
290,698813,1
290,714290,2
290,790148,1
290,816850,2
290,81949M,4
291,12600Q,1
291,166764,1
291,303075,1
291,35671D,2
291,371901,1
291,42722X,1
291,45840Q,2
291,57772K,1
291,81572I,1
291,891092,1
292,00738A,1
292,198516,7
292,222795,1
292,253798,1
292,446150,3
292,452308,1
292,577128,1
292,784117,1
292,88830M,1
293,127055,1
293,225447,1
293,253922,1
293,37637Q,1
293,437076,1
293,461202,1
293,615369,1
293,62944T,1
293,698813,1
293,74251V,1
293,754730,8
293,81572I,1
293,828730,1
293,828806,1
293,872540,1
293,958102,6
293,981419,1
294,255371,1
294,316773,1
294,360271,1
294,366651,4
294,46145M,1
294,494368,1
294,589889,1
294,641069,2
294,703481,1
294,806407,13
294,81572I,1
294,974637,1
294,989701,1
295,06771T,1
295,26969P,3
295,303250,1
295,319829,1
295,427866,1
295,48203R,1
295,552953,1
295,594918,2
295,594972,1
295,71691W,1
295,883556,2
295,890110,1
296,04621X,2
296,128030,1
296,29364G,1
296,46145M,1
296,513847,1
296,537008,1
296,655664,2
296,67066G,8
296,817565,17
296,81949M,3
296,832696,8
297,168615,1
297,237194,1
297,25179M,1
297,501044,1
297,76009N,1
297,784117,1
297,882508,11
297,891092,1
297,931142,2
297,957090,1
297,G0683Q,1
297,G3223R,5
298,101137,1
298,143658,2
298,189054,2
298,22542Z,3
298,285512,2
298,364760,2
298,416515,1
298,422819,2
298,459200,3
298,512807,1
298,59156R,1
298,666807,1
298,717081,2
298,775133,1
298,858119,1
298,94106L,7
298,941848,1
298,978097,1
299,294268,3
299,297602,1
299,337738,1
299,404251,1
299,48020Q,1
299,521865,1
299,880345,1
299,88579Y,1
299,90328M,15
299,91324P,1
299,92220P,1
300,244199,1
300,257867,2
300,278865,1
300,30161N,5
300,369604,1
300,445658,1
300,487836,1
300,55261F,1
300,596278,1
300,629377,1
300,62944T,1
300,680033,1
300,783859,1
300,808513,2
300,871607,1
300,87868R,1
300,902973,1
300,911163,1
300,99358W,1
301,233331,1
301,30231G,2
301,316773,1
301,516012,1
301,548661,1
301,589433,1
301,682680,2
301,723787,1
301,742718,1
301,74386T,1
301,744320,3
301,882508,2
301,988498,1
302,00738A,1
302,156700,1
302,177376,1
302,20825C,3
302,303250,1
302,364760,2
302,437076,2
302,443320,1
302,655664,2
302,67018T,7
302,678026,1
302,693475,1
302,784117,2
302,81949M,4
302,87974C,1
303,118440,1
303,45765U,1
303,574599,1
303,74251V,1
303,747525,1
303,886547,1
303,91324P,1
304,00724F,1
304,117043,1
304,172967,1
304,235851,1
304,354613,1
304,427866,1
304,515098,1
304,59100U,1
304,760759,1
304,775711,1
304,808513,1
304,81949M,2
304,87157D,10
304,90328M,2
304,983919,2
305,03748R,3
305,09227Q,1
305,117043,1
305,156700,2
305,172908,2
305,201723,1
305,302941,2
305,320867,1
305,345370,2
305,418056,10
305,461202,1
305,50540R,1
305,518439,1
305,537008,1
305,57772K,1
305,620076,2
305,640491,1
305,758932,1
305,828806,1
305,90328M,2
305,981419,1
305,988498,2
306,14149Y,1
306,177835,1
306,22542Z,5
306,255371,1
306,303075,14
306,52409C,2
306,61207V,9
306,717081,8
306,74838J,5
306,91324P,1
306,913903,1
306,981811,6
307,200340,1
307,364760,1
307,594972,1
307,62944T,1
307,808513,1
307,879369,1
307,912909,1
308,00751Y,1
308,00846U,3
308,172062,3
308,25179M,1
308,33616W,2
308,443320,1
308,512807,1
308,546347,1
308,571903,1
308,58155Q,1
308,629377,2
308,655663,1
308,723787,1
308,76009N,1
308,76103X,1
308,770323,1
308,79368H,1
308,957090,1
309,192479,1
309,22542Z,2
309,231021,1
309,267475,3
309,268744,1
309,38141G,1
309,422819,2
309,466367,1
309,494368,1
309,526107,1
309,539830,1
309,724479,1
309,773903,1
309,91324P,1
309,929566,1
310,00508Y,8
310,278265,1
310,30226D,1
310,302508,2
310,35471R,1
310,446150,1
310,615369,1
310,666807,1
310,68285K,2
310,739276,1
310,7591EP,1
310,775133,1
310,783549,1
310,81572I,1
310,81949M,3
310,872540,1
310,88023U,1
310,941848,1
310,962166,1
311,00846U,3
311,03027X,1
311,04621X,1
311,09210X,1
311,134429,1
311,15135B,3
311,244199,1
311,294268,1
311,29476L,1
311,320209,1
311,349853,1
311,404251,1
311,438516,3
311,461202,1
311,524660,1
311,55261F,1
311,55305B,1
311,567908,1
311,649604,1
311,655844,8
311,666807,1
311,744320,2
311,747525,1
311,778296,1
311,811904,1
311,81572I,2
311,852857,2
311,90328M,1
311,92041M,1
311,958102,1
312,169905,1
312,171798,1
312,207410,1
312,253651,1
312,369604,1
312,37247D,1
312,410867,1
312,427866,1
312,46145M,3
312,485170,1
312,48666K,3
312,500643,7
312,58155Q,1
312,651587,1
312,74560L,1
312,784635,1
312,853666,1
312,876664,1
312,98956P,1
313,002824,2
313,03820C,1
313,254687,1
313,30231G,2
313,453836,1
313,45765U,2
313,45774W,2
313,534187,1
313,565849,6
313,646025,2
313,750917,1
313,883203,1
313,912909,1
313,92343V,1
314,127387,4
314,337738,1
314,344849,1
314,37247D,1
314,384109,1
314,406216,5
314,443510,1
314,46547Q,2
314,487836,1
314,565849,1
314,573284,1
314,59001A,1
314,749607,1
314,760759,1
314,88579Y,1
314,93400C,2
315,00206R,1
315,03076C,1
315,05329W,2
315,109696,2
315,168615,2
315,25754A,1
315,257651,1
315,398905,1
315,46625H,1
315,478160,1
315,500255,1
315,553777,1
315,81572I,3
315,857477,1
315,G36738,1
316,05861L,3
316,14149Y,1
316,172967,1
316,278642,2
316,30214U,3
316,375558,1
316,410495,1
316,459200,2
316,580135,4
316,698813,1
316,743315,1
316,84865A,1
316,974637,1
317,05700Y,2
317,222795,1
317,227483,1
317,30212P,8
317,32942A,1
317,422819,2
317,501044,1
317,604675,2
317,655844,1
317,713448,1
317,74251V,1
317,909907,1
318,04973Q,1
318,101388,1
318,131193,1
318,14048N,3
318,159864,1
318,221006,1
318,23332B,1
318,278715,1
318,337932,2
318,371532,1
318,466313,1
318,615369,1
318,654106,1
318,91324P,1
319,16359R,1
319,191216,1
319,192422,1
319,201723,1
319,209034,2
319,231021,1
319,278642,13
319,354613,1
319,421946,1
319,42330P,1
319,460146,4
319,48203R,6
319,594918,5
319,620076,1
319,74386T,1
319,808513,1
319,81572I,1
319,890110,1
319,91307C,1
319,929740,3
319,980745,2
320,09247X,1
320,109641,1
320,208242,1
320,303250,1
320,404251,1
320,437076,1
320,452308,1
320,515098,1
320,724078,1
320,81572I,1
320,82737Y,1
320,858119,6
320,88579Y,1
320,886547,1
320,902973,1
320,969904,1
320,98310W,1
320,G6359F,1
321,00846U,1
321,144285,1
321,205887,1
321,34354P,1
321,406216,1
321,591520,1
321,77088W,2
321,773903,10
321,806605,2
321,868873,1
321,882508,1
321,957090,1
321,988498,1
322,04971K,1
322,384802,1
322,412822,7
322,43291K,2
322,443320,1
322,458140,2
322,760759,1
322,912909,1
322,91307C,1
322,91913Y,6
323,04621X,8
323,177376,1
323,200340,1
323,23332B,1
